Título,Descripción,Duración,Enlace
El porqué de las cosas,"Adaptación de quince novelas del escritor catalán Quim Monzó que cuenta, a través de grandes temas como la voluntad, la sabiduría, la sinceridad, la sumisión, el ego, el despecho, el deseo, el amor, la fe... quince episodios de la vida real.",1hr 28 min,https://pluto.tv/on-demand/movies/63d927525957f2001320f9d4
Adios con el corazón,"Juan es ya un cincuentón, tiene una barriga prominente, se tiñe las canas y vive solo con un gato que tiene problemas urinarios, pero a pesar de esto, sigue resultando atractivo a las mujeres",1hr 25 min,https://pluto.tv/on-demand/movies/63d928ba798844001b473b1b
Enciende mi pasion,"La relación que Ángel, botánico, establece en su mente entre las plantas, y las piernas y pies de las mujeres, será el hilo conductor de una trama que mezcla la pasión, el amor, la codicia y la picaresca a través de un estudio de personajes y situaciones",1hr 21 min,https://pluto.tv/on-demand/movies/63d928bf798844001b473c89
Salto al vacío,"Alex es una joven de 20 años que mantiene a toda su familia gracias al tráfico ilegal de armas. En su vida el riesgo de morir o matar está siempre. Forma parte de un grupo en el que es la única chica. Está secretamente enamorada de Javi, pero él la ignora",1hr 22 min,https://pluto.tv/on-demand/movies/63d92a225957f2001320fda5
"Sara Baras, Todas las voces","Esta es la historia de una artista excepcional que pone ante nuestros ojos una disyuntiva vital: Hay voces que tiran del mundo hacia delante, otras lo lastran e impiden que el mundo cambie. Hay que decidir cada día qué voces escuchamos.",1hr 35 min,https://pluto.tv/on-demand/movies/63d92b89798844001b474306
Gimlet,"Un misterioso individuo está obsesionado por la figura de Julia. Graba en video todos los movimientos de la mujer sin que ella sepa nada. La policía entra en acción cuando aparece el cadáver, sin corazón, de un amante de Julia",Thriller,https://pluto.tv/on-demand/movies/63d92b8d798844001b4743fd
Haz conmigo lo que quieras,"Néstor un viejo pastelero que acaba de enviudar, decide empezar una relación formal con Maribel la hija de su asistenta. Pero lo que quiere la chica es irse a Barcelona a trabajar en el gabinete sadomasoquista que regenta su hermana",1hr 36 min,https://pluto.tv/on-demand/movies/63d92cf2163e9100131e562c
Déjate caer,"Roberto Carlos, Gabriel y Nandi son tres amigos que no tienen mejores planes en sus respectivas vidas que reunirse y ver pasar el tiempo, sentados en el mismo banco de la plaza de su barrio.",1hr 41 min,https://pluto.tv/on-demand/movies/63d933fb200a6700137dc7d0
El Lute II: Manaña Sere Libre,"En 1960, una familia de quinquis recorre Extremadura. El hijo, Eleuterio, roba unas gallinas y es condenado a seis meses de cárcel. Años después, tras el asalto a una joyería de Madrid, es juzgado y condenado a muerte.",2hr 5 min,https://pluto.tv/on-demand/movies/63d93401200a6700137dc8f8
El Lute; Camina o Revienta,"En 1960, una familia de quinquis recorre Extremadura. El hijo, Eleuterio, roba unas gallinas y es condenado a seis meses de cárcel. Años después, tras el asalto a una joyería de Madrid, es juzgado y condenado a muerte.",1hr 56 min,https://pluto.tv/on-demand/movies/63d93574662ef90014fafecb
Carmen,"La naturaleza libre y enigmática de una mujer llamada Carmen, su belleza, y su carácter pasional, hacen que el sargento José se convierta en víctima y protagonista de acontecimientos extraordinarios, de amores turbulentos y pasiones incontrolables",1hr 55 min,https://pluto.tv/on-demand/movies/63d93c6a798844001b479e96
Azaña,Azaña cuenta la historia del último presidente de la II República Española después del alzamiento militar que desembocó en la trágica Guerra Civil. El film recrea y humaniza la vida de la insigne figura política hasta sus últimos días en Montauban,1hr 27 min,https://pluto.tv/on-demand/movies/63d93dd3f97d0100133cbdc9
Anita no pierde el tren,"Anita lleva más de treinta años trabajando como taquillera en un cine, pero un día la prejubilan. Anita sigue acudiendo al solar en donde se encontraba el cine, y acaba enamorándose del hombre que maneja la excavadora de la obra.",1hr 26 min,https://pluto.tv/on-demand/movies/63d93f3b5b790200144212fb
"El Cid, la leyenda","Rodrigo Díaz de Vivar, que la historia ha conocido como El Cid Campeador, es una figura imprescindible para entender la Edad Media. Su leyenda ha perdurado a lo largo de los siglos hasta convertirlo en mito",1hr 3 min,https://pluto.tv/on-demand/movies/63d944da662ef90014fb58ce
Animales Heridos,Silvio tiene una relación extraconyugal con Clàudia . Su vida se verá alterada cuando llaman desde un periódico para realizar un reportaje sobre su casa y será Clàudia la encargada de hacerlo.,1hr 28 min,https://pluto.tv/on-demand/movies/63d94a7a163e9100131ec2aa
El invierno de las Anjanas,Relato del amor entre una joven aristócrata y un revolucionario en la guerra de Cuba del 98,1hr 27 min,https://pluto.tv/on-demand/movies/63d94a7d163e9100131ec400
Amor Idiota,"Pere Lluc (Santi Millán) es un joven de 35 años que vive en una etapa estancada de su vida. Lluc se entera de que un amigo suyo ha muerto hace cinco meses. Para olvidar sus penas, se va de fiesta y se emborracha.",1hr 32 min,https://pluto.tv/on-demand/movies/63d9518290b22500138ed441
Caricias,"La historia arranca durante la Nochevieja barcelonesa de fin de milenio. Once personajes sin, aparentemente, nada en común, se cruzarán en el camino de los otros por casualidad. Tan solo hay una cosa que todos comparten: son personajes aislados",1hr 30 min,https://pluto.tv/on-demand/movies/63d965755b79020014425fa5
Cachorro,"Cuando Violeta decide hacer un viaje por la India con su nuevo novio, deja a su hijo Bernardo con su hermano Pedro, un dentista homosexual. Poco a poco, se establecerá entre ambos una relación muy tierna y cariñosa, algo desconocido para Pedro.",1hr 35 min,https://pluto.tv/on-demand/movies/63d9696a200a6700137efad4
Barcelona (un mapa),"Ramón y Rosa, un matrimonio mayor de Barcelona, deciden realquilar el piso en el que viven en la zona del Ensanche. En él, acogerán al hermano de la mujer así como a tres personas más: una profesora de francés, un joven vigilante y una embarazada.",1hr 31 min,https://pluto.tv/on-demand/movies/63d9696d200a6700137efbca
"Benidorm, mon amour","Verano de 1962, Tonet aprovecha un permiso de la mili para ir en coche con sus amigos Sento, Jaume y Tomy a Benidorm. Sueñan con disfrutar unos días del sol, las playas y, sobre todo, de las suecas y sus biquinis.",1hr 33 min,https://pluto.tv/on-demand/movies/63d96971200a6700137efcc1
Carlos contra el mundo,"Carlos contra el mundo es la historia de un chico de veinticinco años de un barrio proletario de Málaga al que, tras la muerte de su padre, la familia le exige que ocupe el lugar de éste. Que se convierta en padre de familia",1hr 28 min,https://pluto.tv/on-demand/movies/63d96ad4380e2000137a05ab
Nadie oyó gritar,"Una mujer ve cómo un vecino arroja a alguien por el hueco del ascensor y se ve forzada a ayudarle a hacer desaparecer el cuerpo. Durante esas tensas horas, el hombre le da a entender a la mujer los motivos que le llevaron a asesinar a su esposa.",Thriller,https://pluto.tv/on-demand/movies/617c075c3eb0f4001a179cd0
Dieta Mediterránea,Sofía nace prematuramente en una barbería. Durante 16 años crece entre los fogones y las mesas de la casa de comidas de sus padres hasta que se convierte en una prestigiosa cocinera. En su vida habrá dos hombres muy importantes.,1hr 36 min,https://pluto.tv/on-demand/movies/617b08c73eb0f4001a17739b
Héctor,"Héctor, un adolescente de 16 años, ha perdido a su madre y trata de comprender la nueva realidad que se muestra ante sus ojos. Todo cambia con la llegada de Martín, su padre, que ha viajado desde México para encontrarse con él.",1hr 44 min,https://pluto.tv/on-demand/movies/617b08a53eb0f4001a177121
Animales De Compañía,"Rafa cumple 65 años y, a su edad, sabe de sobra que las cosas salen siempre peor de lo que uno espera. Lo que él espera es que su hijo pequeño llegue tarde al cumpleaños y pase la mitad de la velada hablando con el móvil.",1hr 31 min,https://pluto.tv/on-demand/movies/617b088d3eb0f4001a176f6b
Barrio,"Es verano y aunque Rai, Javi y Manu, quisieran estar en otra parte, se ven obligados a pasar las vacaciones con sus familias en Madrid, en su barrio de toda la vida. Comparten problemas y sueños, aburrimiento y diversión; y por encima de todo: la amistad.",1hr 34 min,https://pluto.tv/on-demand/movies/617b08bf3eb0f4001a1772f5
Libertarias,"Cuando el 18 de julio de 1936 comienza la Guerra Civil Española, un grupo de mujeres anarquistas reivindica su derecho a luchar en el frente. En nombre de la libertad, las mujeres libran su propia batalla para equipararse a los hombres en la lucha armada.",2hr 2 min,https://pluto.tv/on-demand/movies/617b08963eb0f4001a176fd7
Mensaka,"La vida de un grupo de jóvenes sufre una transformación radical. Viven en una gran ciudad y, aunque pertenecen a clases sociales muy diferentes, se sienten unidos por una especie de lazos invisibles que se irán haciendo cada vez mas estrechos.",1hr 42 min,https://pluto.tv/on-demand/movies/617b08b13eb0f4001a177205
¿Quiére Casarse Conmigo?,"Tito Crespo es una aclamada estrella que accede a la proposición de Elena, una fan, cuando esta le propone fingir durante un mes que están casados. Crespo emplea este engaño como coartada.",1hr 25 min,https://pluto.tv/on-demand/movies/617b08c13eb0f4001a17732f
La Hija Del Caníbal,"Tras la misteriosa desaparición de su marido, Lucía descubre que su vida no era lo que parecía.. Mientras se dedica a buscarlo, encuentra dos nuevos amigos que la apoyan incondicionalmente. Juntos descubren el valor de la amistad.",1hr 44 min,https://pluto.tv/on-demand/movies/617b089e3eb0f4001a177082
Furtivos,"Ángel es un cazador furtivo que vive en un bosque con su madre En uno de sus escasos viajes a la ciudad, conoce a Milagros una chica que ha huido de un reformatorio y que es la amante de un delincuente.",1hr 19 min,https://pluto.tv/on-demand/movies/617b08a83eb0f4001a17715b
El viaje a ninguna parte,"Franquismo, años cuarenta. En una compañía de cómicos de la legua medio emparentados entre sí, aunque no recuerdan con precisión cuál es su parentesco, surgen amores y desamores.",2hr 14 min,https://pluto.tv/on-demand/movies/617b08b43eb0f4001a17723f
Vuelve San Valentín,"Es el día de los enamorados, y San Valentín decide bajar del cielo para ayudar a la gente a resolver sus conflictos sentimentales.",1hr 27 min,https://pluto.tv/on-demand/movies/617b08ce3eb0f4001a177413
Cateto A Babor,"A Miguel Cañete la Marina le ha llamado, pero el problema de Miguel, con un hermano de seis años, es muy difícil de solucionar. Él no es un recluta como los demás. Pero nadie le hace caso e inicia su intrucción, sufriendo las bromas de los compañeros.",1hr 23 min,https://pluto.tv/on-demand/movies/617b08c43eb0f4001a177365
Flores De Otro Mundo,Los solteros del pequeño pueblo de Santa Eulalia organizan una fiesta a la que acude un autocar de mujeres casaderas. Mujeres y hombres comparten su lucha contra la soledad.,1hr 40 min,https://pluto.tv/on-demand/movies/617b08ae3eb0f4001a1771cb
Venta Por Pisos,"Cuatro familias pretenden comprarse un piso. Margarita trata de casarse con Ernesto. La compra del piso es un gran inconveniente que Margarita soluciona con el préstamo de un tía suya. Antonia y Loreto, tía y sobrina, regentan una casa de citas.",1hr 26 min,https://pluto.tv/on-demand/movies/617b08903eb0f4001a176fa1
¿De Que Se Rien Las Mujeres?,"Luci, Graci y Mar, tres hermanas que forman un trío cómico, asisten a la boda de su padre con una mujer 45 años más joven. Durante el banquete, el marido de Luci muere en un accidente. A pesar de la tragedia, el trío debe cumplir su compromiso de actuar.",1hr 51 min,https://pluto.tv/on-demand/movies/617b08ca3eb0f4001a1773d5
El crimen de Cuenca,"En 1913, Gregorio Valero Contreras y León Sánchez Gascón, amigos y vecinos de Osa de La Vega (Cuenca) son detenidos como autores de la muerte de José María Grimaldos López, pastor de oficio y compañero de los anteriores.",1hr 28 min,https://pluto.tv/on-demand/movies/617b08d03eb0f4001a177449
El Camino De Los Ingleses,"Miguelito Dávila es un joven de alma inquieta y un solo riñón. Pronto empieza a albergar la esperanza de ser poeta. Pero soñar es fácil y vivir difícil. Durante el verano del fin de la inocencia, Miguelito y sus amigos llevarán al límite sus experiencias.",1hr 52 min,https://pluto.tv/on-demand/movies/617b08bb3eb0f4001a1772b7
La Lengua De Las Mariposas,"Ambientada en 1936, narra la relación que comparten un profesor y su alumno de 8 años y que se verá afectada por las circunstancias políticas, que impedirán que su amistad continúe.",1hr 31 min,https://pluto.tv/on-demand/movies/617b08993eb0f4001a177019
Heroína,"En la década de los 80, Pilar, una mujer madura, casada y muy corriente, descubre que uno de sus tres hijos es adicto a la heroína. Después de un periodo inicial de incertidumbre, entra en contacto con otros padres que se encuentran en una situación.",1hr 42 min,https://pluto.tv/on-demand/movies/617b08a13eb0f4001a1770bc
Nadie Hablará De Nosotras Cuando Hayamos Muerto,"Una española, Gloria Duque, presencia en México la muerte de dos policías a manos de dos gangsters. Uno de ellos le da antes de morir un portafolios con direcciones donde la mafia blanquea dinero en todo el mundo.",Thriller,https://pluto.tv/on-demand/movies/617c075a3eb0f4001a179c9c
Tranvia A La Malvarrosa,Manuel es un joven de una familia de provincias de clase media que acaba para estudiar derecho. Comienza a vivir el primer amor de una mujer y también empiezan a asaltarle las primeras dudas éticas a causa de su férrea formación religiosa.,1hr 41 min,https://pluto.tv/on-demand/movies/617b08ab3eb0f4001a177191
El Padre De La Criatura,Eduardo y Antonina están esperando con emoción la llegada de su primer nieto. Pero ha habido un error en los análisis. La cigüeña ha cambiado de dirección y en lugar de un nieto van a tener un hijo.,1hr 23 min,https://pluto.tv/on-demand/movies/617b08b73eb0f4001a177281
El Maestro De Esgrima,"Madrid, 1868. Una revolución, la Gloriosa, pone fin al reinado de Isabel II de Borbón .En este marco, Don Jaime de Astarloa, el mejor maestro de esgrima de Madrid, asiste a cambios en las costumbres y en los valores.",1hr 24 min,https://pluto.tv/on-demand/movies/617b08d33eb0f4001a17747f
Mi hija Hildegart,"Madrid, 1933, Tras haber asesinado a su hija Hildegart, Aurora Rodriguez se entrega a la justicia. En la cárcel, rememora las circunstancias que la movieron a cometer un crimen tan atroz.",1hr 45 min,https://pluto.tv/on-demand/movies/617b08d73eb0f4001a1774b5
Autopista al Cielo,"""Autopista al Cielo"" sigue a un ángel en prueba enviado de regreso a la Tierra quien hace equipo con un ex policía para ayudar a las personas.",5 Temporadas Disponibles,https://pluto.tv/on-demand/series/64a2d190fdd8620013ec4b5e/episode/64a5b67c12c80e0013f7014c
Un Precio Superior Al de Los Rubíes,"La vida de Sonia, una joven de una comunidad judía ortodoxa de Nueva York, da un vuelco cuando su rebeldía y coraje para enfrentar -y romper- las reglas de su sociedad patriarcal, le cuestan su trabajo y la custodia de su hijo.",1hr 51 min,https://pluto.tv/on-demand/movies/64021c52653b4e0013096591
Celebrity,Las vidas de los miembros de un matrimonio roto difieren drásticamente tras el divorcio.,1hr 53 min,https://pluto.tv/on-demand/movies/64f5ecbdc5645000133159e2
Vírgenes suicidas,"A mediados de los '70, en una tranquila comunidad de Michigan, viven las hermanas Lisbon, cinco adolescentes cuya belleza ha cautivado a un grupo de muchachos del pueblo.",1hr 37 min,https://pluto.tv/on-demand/movies/62fcebfe3568a9001bbc7af7
Las Niñas Bien,"En medio de casas de lujo, autos Grand Marquis y música de Julio Iglesias, Yuri y Menudo, Sofia (Ilse Salas) y un grupo de mujeres viven los devenires del clasismo, las buenas costumbres y las crisis económicas.",1hr 39 min,https://pluto.tv/on-demand/movies/610d95983ef27200134ddb5d
Blue Jasmine,"Jasmine, una mujer rica y glamourosa de la alta sociedad neoyorquina, se encuentra de repente sin dinero y sin casa.",1hr 38 min,https://pluto.tv/on-demand/movies/5eaaeb05718be7001af50b1c
Underworld,"Selene, una guerrera vampiro, está inmersa en un conflicto entre vampiros y hombres lobo, mientras se enamora de Michael, un humano que es buscado por hombres lobo por razones desconocidas.",Thriller,https://pluto.tv/on-demand/movies/5dfd2e87be7e53bc0c65d627
Serena,"En la Carolina del Norte de los Años 20, el futuro del imperio maderero de George Pemberton se complica cuando se casa con Serena.",1hr 49 min,https://pluto.tv/on-demand/movies/5e0a2bf7be8fa6764e877093
Vidas Violentas,"Integrada por seis cortometrajes escritos y dirigidos por seis de los más connotados directores mexicanos, la película fue realizada y dirigida para concientizar y reducir la violencia de género, el acoso escolar en las escuelas y la violencia doméstica",1hr 9 min,https://pluto.tv/on-demand/movies/65d4ee47a3a8580013ef43f7
María Montez,"Era conocida como ""La reina del tecnicolor"" en Hollywood y Europa, pero a medida que se hacía más famosa, se sentía más vacía. Un startlet que no podía encontrar el amor o la felicidad hasta que fué demasiado tarde.",1hr 39 min,https://pluto.tv/on-demand/movies/5e5051d32c0b02c60a6f6d63
Nunca te Rindas,"Lisa es una madre soltera que deberá tomar la ley por su mano para recuperar a su hijo secuestrado. Cuando las autoridades le dan la espalda, el dolor y la rabia la obligarán a actuar de forma drástica.",1hr 33 min,https://pluto.tv/on-demand/movies/609bf0ac41fc480013277e3c
Madame Bovary,"Una joven de procedencia humilde se casa con un doctor de una pequeña ciudad. Atrapada en un matrimonio que no la satisface, busca consuelo teniendo relaciones extra conyugales que, además, la ayudan a medrar socialmente.",1hr 58 min,https://pluto.tv/on-demand/movies/60b53c48e36d58001a68e786
Sushi del East Side,"Juana, una madre soltera y trabajadora, comienza a trabajar en un restaurante japonés. Luchando contra todas las expectativas, trabaja, se prepara, y alcanza su sueño de ser chef de sushi.",1hr 46 min,https://pluto.tv/on-demand/movies/5e178aaf362e8a5fefb0924f
Epiphany,Una joven lucha por crear una relación con su padre después de la muerte de su tía que la crió.,1hr 25 min,https://pluto.tv/on-demand/movies/6266e4debaa39e0013e4a75a
Una Noche de Locuras,"Cuatro mujeres que solo tienen en común que sus hijos van a la misma clase y siempre son castigados, deciden salir un día para cenar juntas y compartir impresiones al respecto.",1hr 22 min,https://pluto.tv/on-demand/movies/5f7b86f9e4b56900138b767e
La boda de Jenny,"Eddie y Rose siempre han soñado con la boda de sus hijas. Por eso, cuando Anne se casa, todos esperan que su hermana pequeña Jenny haga lo mismo. Pero cuando ella anuncia su compromiso las cosas no salen como esperaba.",1hr 34 min,https://pluto.tv/on-demand/movies/5e6a42c9e2fa10001becd458
Los Adioses,"A principios de los años 50 en la Ciudad de México, Rosario va en contra de una sociedad regida por hombres: es una intelectual universitaria precoz, pronto una de las escritoras capitales de la literatura mexicana.",1hr 26 min,https://pluto.tv/on-demand/movies/6107ef9394cf330013d2b664
Butter,"Los ciudadanos de un pequeño pueblo del Medio Oeste, Iowa (EEUU), celebran cada año una competición muy especial en la que luchan por modelar la mejor escultura de mantequilla. Cada participante tiene sus propias motivaciones e historia personal.",1hr 30 min,https://pluto.tv/on-demand/movies/5f7b879ee4b56900138b7ff4
Corona de lágrimas,"Refugio trabaja como contadora para poder mantener a sus tres hijos. Sin embargo, la vida de todos da un giro cuando uno de ellos es llevado a la cárcel y tienen que resolver sus propios problemas.",1hr 41 min,https://pluto.tv/on-demand/movies/61ba0e9bd0b6ab00139e1ad1
Toña Machetes,"Toña Machetes es una brava mujer que logró elevarse por encima de los prejuicios sociales de los años 30. Dueña de una gran extensión de tierra y temida por su carácter, vive separada de su esposo aristócrata y acechada por constantes amenazas de muerte.",1hr 55 min,https://pluto.tv/on-demand/movies/61ba106ba6334f00130b9bdf
Laura Smiles,"La historia del intento de una mujer de reinventar su vida después de una tragedia. Lleva años, pero las emociones oscuras y latentes encuentran su camino a la superficie y su vida se sale de control.",1hr 38 min,https://pluto.tv/on-demand/movies/602436358d35a80013ee1aea
La cazadora: Runa de los muertos,Una joven encuentra a un hombre sangrando y comienza a darse cuenta de que ha sido enviado para protegerla de un mal que se acerca.,1hr 45 min,https://pluto.tv/on-demand/movies/60ba3d31ea9059001349d5c1
El duelo final,"Una luchadora que dejó el ring se ve obligada a volver al servicio activo cuando su hermana, quien ingresó al mundo de los combates ilegales, tiene su vida amenazada por el dueño del torneo, un hombre sádico y capaz de todo.",1hr 30 min,https://pluto.tv/on-demand/movies/5fda4082aabcdd001aaf4264
Piratas,Un grupo de piratas y bandidos se unen para cazar a una ballena gris que se ha tragado el sello real,2hr 10 min,https://pluto.tv/on-demand/movies/62cc2b7f9f6f4700149303c9
In Bloom,"La antología de cortos de “Floreciendo” representa cinco culturas distintas y las mujeres que emergen de ellas. Cada una se enfrenta a un peligro diferente de la femineidad, pero se conectan a través de la hermandad universal.",50 min,https://pluto.tv/on-demand/movies/65d619cc03625d0013638ef3
Shaolin Girl,Una joven entrenadora de Shaolin regresa a Japón para resucitar la difunta escuela de artes marciales de su abuelo.,1hr 47 min,https://pluto.tv/on-demand/movies/5fa0129c1788de001ad57c24
El Asesino de la Baraja,Lo que parecía un crimen aislado terminó siendo una complicada investigación para dar caza a un cruel asesino en serie.,1 Temporada disponible,https://pluto.tv/on-demand/series/65cd0123b8685b0013cc5560/episode/65cd0125b8685b0013cc557f
Círculo Rojo,"La muerte de Clara, una famosa diseñadora, desencadenará la venganza de dos mujeres contra las personas que destrozaron su vida en el pasado.",1 Temporada disponible,https://pluto.tv/on-demand/series/617beced5eb49a001ae13df0/episode/617becf35eb49a001ae13f7f
Cazadores de hombres,"Narra el trabajo de una unidad policial de élite especializada en la localización y captura de fugitivos especialmente peligrosos y, en ocasiones, reclamados internacionalmente.",Thriller,https://pluto.tv/
Con el culo al aire,"Tino es el líder de un caótico camping. Vive acampando, va con su furgoneta de feria en feria y alardea de llevar un estilo de vida alternativo, al margen de la legalidad y de sus vecinos.",3 Temporadas Disponibles,https://pluto.tv/on-demand/series/60b6382e5cc5f2001a31236f/episode/60b638595cc5f2001a31297b
Fenómenos,Comedia ambientada en el día a día de un programa de radio sobre fenómenos paranormales.,1 Temporada disponible,https://pluto.tv/on-demand/series/617c3fe15eb49a001ae159dc/episode/617c3fe35eb49a001ae15a3c
Vive Cantando,"Trini es una joven cantante de orquesta que lleva años recorriendo España. Se ve obligada a volver a su barrio de toda la vida, lleno de gente entrañable y sencilla que lucha por salir adelante.",2 Temporadas Disponibles,https://pluto.tv/on-demand/series/60b7e3d949495300139052e8/episode/60b7e3ef494953001390566d
Manolo y Benito Corporaision,"Manolo y Benito trabajan en su empresa de reformas y son inseparables. La mujer de Manolo, le dejó cinco años atrás. A Benito no le gustan los cambios y toda su vida sigue igual. Todo cambia cuando su edificio se convierte en un Hotel de 4 estrellas.",1 Temporada disponible,https://pluto.tv/on-demand/series/6182889c52ed7b001b61a3d8/episode/618288a052ed7b001b61a476
Lobos,"Narra las peripecias que vive Manuel Lobo, un abogado maduro, viudo y padre de tres hijas, para evitar que la más pequeña acabe en la cárcel por tráfico de drogas.",Thriller,https://pluto.tv/
Un lugar en el mundo,"Julio es un neurólogo de prestigio que, tras la muerte de su hijo, decide dejarlo todo para instalarse en un pequeño pueblo y abrir un hotel rural.",1 Temporada disponible,https://pluto.tv/on-demand/series/618288ba436116001a0c0329/episode/618288c0436116001a0c047f
Quart,"Quart, el hombre de Roma, narra la historia de Lorenzo Quart, un sacerdote al que el Vaticano envía a Sevilla después de que el Papa recibiera una enigmática denuncia de un pirata informático.",1 Temporada disponible,https://pluto.tv/on-demand/series/61858b6e1be642001a2f9211/episode/61858d9b7ac0a1001a131eaa
Karabudjan,"Diego Salgado, es un joven ejecutivo de una importante empresa de publicidad. Está acostumbrado a conseguir todo lo que se propone. Esconde un terrible secreto pero el pasado siempre vuelve y Diego se tendrá que enfrentar a él.",Thriller,https://pluto.tv/
Los quien,"Sitcom que narra las peripecias del matrimonio Peña Zunzunegui, una pareja que a comienzos de los años ochenta protagoniza el primer divorcio en la España democrática.",1 Temporada disponible,https://pluto.tv/on-demand/series/6182887e54ba66001a69c9c5/episode/6182888254ba66001a69cb16
Impares,Serie de comedia de pequeños sketches que muestra a los diversos clientes de una agencia de búsqueda de pareja a través de Internet.,2 Temporadas Disponibles,https://pluto.tv/on-demand/series/617fe300693843001af8322a/episode/617fe337693843001af837eb
I'm not a Robot,"Kim Min-gyu, máximo accionista de la mayor empresa financiera del país, no puede salir con ninguna chica porque es alérgico al contacto humano. Un día, un robot llamado ""Aji 3"" llega a su casa. Pero él no tiene idea de que Aji 3 no es un robot.",1 Temporada disponible,https://pluto.tv/on-demand/series/659454cbb2cbaf00135ad2d0/episode/65956b410726640013122e0a
Healer,"Un popular reportero, una periodista que trabaja para un diario de segunda categoría y un misterioso mensajero, se embarcan en una insólita travesía para descubrir qué sucedió años atrás mientras un grupo de amigos operaban una radio emisora pirata.",1 Temporada disponible,https://pluto.tv/on-demand/series/623b294825269a0013a925f0/episode/623b294925269a0013a925f7
El peso del amor,"Cuando su novio de quince años termina con ella por subir de peso, Kang Joo-Eun recibe ayuda de Kim Young-Ho, un entrenador personal increíblemente perfecto, para ponerse en forma y cambiar su vida.",1 Temporada disponible,https://pluto.tv/on-demand/series/623df67e7936240013148790/episode/6241c399ff21e500131ebb35
"Weightlifting Fairy, Kim Bok-joo","Bok-joo, una levantadora de pesas, se enfrenta a un difícil dilema al enamorarse por primera vez. Equilibrar su pasión por la halterofilia con su recién descubierto romance es una dura prueba, especialmente con el sueño de una medalla de oro en juego.",1 Temporada disponible,https://pluto.tv/on-demand/series/65a6d0c8478df600132322d5/episode/65a6d0cd478df60013232475
¿Tú también eres humano?,"Un mundo que te hace querer preguntar ""¿Tú también humano?"", el proyecto público de suplantación humano de Kang Sobong, la apasionade guardespaldas y Nam-shin III, un robot humano de IA que es más humano que los humanos reales.",1 Temporada disponible,https://pluto.tv/on-demand/series/61aa62c791347f0013334cdc/episode/61aa62cf91347f0013334e2b
Sueña Sin Limites,"¡Una historia de superestrellas que nos gustaría ver próximamente! Los chicos de diversos asisten a la escuela de Kirin, una escuela de arte de élite, aspirando a convertirse en estrellas globales, cultivando sus talentos y superando los desafíos.",1 Temporada disponible,https://pluto.tv/on-demand/series/64d10dfc85e5ff00131812c9/episode/64d10e3985e5ff00131819ef
El Hombre Inocente,"Maru se dedicó toda su viad a Jae-hee, la mujer que amaba para su vida, pero es traicionado por ella. Maru encuenta a Eun-gi, la heredera del gran empresa y decide a vengarse de Jae-hee usando Eun-gi, que se enamora de Maru en un instante.",1 Temporada disponible,https://pluto.tv/on-demand/series/64d394e0b97a1e0013d2e68a/episode/64d3a7285f3440001322672c
Shopping King Louie,"Shopaholic Louis sigue a Louis, un rico adicto a las compras que pierde la memoria y se queda sin hogar. Su inesperado romance con Koh Bok-shil, una humilde campesina, resalta la inestimable naturaleza del amor verdadero más allá de la riqueza material.",1 Temporada disponible,https://pluto.tv/on-demand/series/65ae93dfa40ff7001370015e/episode/65ae95395884b4001367f5b9
Coffee Prince,"Coffee Prince es la historia de un grupo de jóvenes que se sienten atraídos por el negocio del café de especialidad, donde también encuentran el amor y una nueva esperanza.",1 Temporada disponible,https://pluto.tv/on-demand/series/65e756a0dfc40a00149cd865/episode/65e756a2dfc40a00149cd884
Cinderella Man,"Este es un drama que muestra el cambio de vida de Oh Dae-san, propietario de una tienda de ropa en el mercado de Dongdaemun, que se convierte en doble del heredero de un conglomerado empresarial, inspirándose en el cuento del príncipe y el mendigo.",1 Temporada disponible,https://pluto.tv/on-demand/series/65cd010cb8685b0013cc4f06/episode/65cd0111b8685b0013cc4ff8
Princess Hours,"Princess Hours es un drama ambientado en la Corea moderna, con una monarquía constitucional, que se centra en el romance entre un príncipe y una chica común. Explora los retos a los que se enfrentan en su matrimonio arreglado y cómo acaban enamorándose.",1 Temporada disponible,https://pluto.tv/on-demand/series/65c64a98ecf2e50013a16669/episode/65c64a99ecf2e50013a16688
You Are My Destiny,"Este drama es la historia de una chica normal, Mi-young, que accidentalmente pasa una noche con un hombre rico desconocido e incluso queda embarazada.",1 Temporada disponible,https://pluto.tv/on-demand/series/65c4e1465884b4001320960a/episode/65c4e9a47905980013fd2f1d
Queen of Reversal,"La búsqueda de la felicidad conyugal de un ama de casa da giros inesperados en esta comedia romántica. A medida que se enfrenta a la realidad de la vida conyugal, llena de retos imprevistos, aprende que el amor no siempre sigue el guion.",1 Temporada disponible,https://pluto.tv/on-demand/series/65c11f6504045f001349bdba/episode/6682f9f8fe060c00134984e6
The Empress Ki,"En la dinastía Yuan, fundada por Genghis Khan, la emperatriz Ki era originaria del pequeño reino de Goryeo. Sung Nyang de Goryeo finge ser un muchacho para sobrevivir en la dinastía Yuan y se convierte en su reina.",1 Temporada disponible,https://pluto.tv/on-demand/series/65ae8033ecf2e50013e49797/episode/65aebf7170ac440013165c61
A Pledge to God,La historia explora el choque entre los instintos maternales y las normas morales.,1 Temporada disponible,https://pluto.tv/on-demand/series/65ae74e0debc810013c73e97/episode/65aeb2ca5884b40013684288
